date,song,artist,rank,last_week,peak_position,weeks_in_charts,image_url
2014-08-06,Stay With Me,Sam Smith,3,3,3,16,https://charts-static.billboard.com/img/2014/04/sam-smith-jw8-staywithme-mix-180x180.jpg
2014-08-06,Am I Wrong,Nico & Vinz,4,5,4,15,#
2014-08-06,Problem,Ariana Grande Featuring Iggy Azalea,5,4,2,13,#
2014-08-06,Maps,Maroon 5,6,7,6,6,https://charts-static.billboard.com/img/2014/06/maroon-5-fyb-maps-it8-180x180.jpg
2014-08-06,Latch,Disclosure Featuring Sam Smith,7,9,7,19,#
2014-08-06,All Of Me,John Legend,8,6,1,42,#
2014-08-06,Chandelier,Sia,9,11,9,12,https://charts-static.billboard.com/img/2006/01/sia-1tt-180x180.jpg
2014-08-06,Summer,Calvin Harris,10,10,7,19,https://charts-static.billboard.com/img/2014/03/calvin-harris-hdt-summer-5hh-180x180.jpg
2014-08-06,Happy,Pharrell Williams,11,12,1,30,#
2014-08-06,Burnin' It Down,Jason Aldean,12,12,1,-,#
2014-08-06,Boom Clap,Charli xcx,13,14,13,8,#
2014-08-06,Wiggle,Jason Derulo Featuring Snoop Dogg,14,8,5,13,#
2014-08-06,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,15,17,15,13,#
2014-08-06,Shower,Becky G,16,18,16,8,https://charts-static.billboard.com/img/2014/05/becky-g-v9i-shower-6ar-180x180.jpg
2014-08-06,Love Runs Out,OneRepublic,17,15,15,12,#
2014-08-06,Turn Down For What,DJ Snake & Lil Jon,18,13,4,31,https://charts-static.billboard.com/img/2013/12/dj-snake-s2r-turndownforwhat-a3f-180x180.jpg
2014-08-06,Rather Be,Clean Bandit Featuring Jess Glynne,19,22,19,7,#
2014-08-06,Dark Horse,Katy Perry Featuring Juicy J,20,16,1,45,https://charts-static.billboard.com/img/2013/10/katy-perry-46r-darkhorse-mm3-180x180.jpg
2014-08-06,Break Free,Ariana Grande Featuring Zedd,21,21,15,4,#
2014-08-06,Dirt,Florida Georgia Line,22,20,11,3,#
2014-08-06,Come Get It Bae,Pharrell Williams,23,60,23,10,#
2014-08-06,2 On,Tinashe Featuring ScHoolboy Q,24,25,24,12,#
2014-08-06,American Kids,Kenny Chesney,25,23,23,6,#
2014-08-06,Classic,MKTO,26,19,14,24,https://charts-static.billboard.com/img/2014/01/mkto-ce7-classic-w1b-180x180.jpg
2014-08-06,Drunk On A Plane,Dierks Bentley,27,27,27,11,#
2014-08-06,All About That Bass,Meghan Trainor,28,54,28,3,#
2014-08-06,Black Widow,Iggy Azalea Featuring Rita Ora,29,45,29,4,#
2014-08-06,Really Don't Care,Demi Lovato Featuring Cher Lloyd,30,30,30,8,#
2014-08-06,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,31,26,9,28,#
2014-08-06,Counting Stars,OneRepublic,32,29,2,58,#
2014-08-06,I Don't Dance,Lee Brice,33,36,33,15,#
2014-08-06,Bartender,Lady Antebellum,34,35,34,10,#
2014-08-06,Ain't It Fun,Paramore,35,28,10,22,https://charts-static.billboard.com/img/2013/05/paramore-bmh-aintitfun-k2k-180x180.jpg
2014-08-06,Pompeii,Bastille,36,32,5,50,https://charts-static.billboard.com/img/2013/03/bastille-ty8-pompeii-967-180x180.jpg
2014-08-06,Believe Me,Lil Wayne Featuring Drake,37,37,26,9,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2014-08-06,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,38,47,38,8,#
2014-08-06,Come With Me Now,KONGOS,39,31,31,17,#
2014-08-06,Don't Tell 'Em,Jeremih Featuring YG,40,58,40,5,#
2014-08-06,A Sky Full Of Stars,Coldplay,41,49,10,13,https://charts-static.billboard.com/img/2014/05/coldplay-bm3-askyfullofstars-cyu-180x180.jpg
2014-08-06,Talk Dirty,Jason Derulo Featuring 2 Chainz,42,33,3,32,https://charts-static.billboard.com/img/2013/11/jason-derulo-7zx-talkdirty-emn-180x180.jpg
2014-08-06,Yeah,Joe Nichols,43,41,41,14,#
2014-08-06,Habits (Stay High),Tove Lo,44,50,44,9,#
2014-08-06,Na Na,Trey Songz,45,34,21,27,#
2014-08-06,Pills N Potions,Nicki Minaj,46,46,24,10,#
2014-08-06,This Is How We Roll,Florida Georgia Line Ft. Jason Derulo & Luke Bryan,47,44,15,25,#
2014-08-06,Not A Bad Thing,Justin Timberlake,48,38,8,22,#
2014-08-06,No Mediocre,T.I. Featuring Iggy Azalea,49,59,49,6,https://charts-static.billboard.com/img/2014/07/ti-d9m-nomediocre-jzp-180x180.jpg
2014-08-06,Me And My Broken Heart,Rixton,50,42,14,18,#
2014-08-06,We Dem Boyz,Wiz Khalifa,51,43,43,15,#
2014-08-06,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,52,52,19,10,#
2014-08-06,Leave The Night On,Sam Hunt,53,64,53,5,#
2014-08-06,Wasted,Tiesto Featuring Matthew Koma,54,53,49,8,#
2014-08-06,Play It Again,Luke Bryan,55,57,14,20,#
2014-08-06,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,56,62,56,9,#
2014-08-06,Beachin',Jake Owen,57,40,26,18,#
2014-08-06,She Looks So Perfect,5 Seconds Of Summer,58,74,24,17,https://charts-static.billboard.com/img/2014/04/5-seconds-of-summer-x63-shelookssoperfect-8w3-180x180.jpg
2014-08-06,Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,59,61,48,19,#
2014-08-06,Main Chick,Kid Ink Featuring Chris Brown,60,67,60,11,#
2014-08-06,Girls Chase Boys,Ingrid Michaelson,61,68,61,16,#
2014-08-06,We Are Tonight,Billy Currington,62,69,62,14,#
2014-08-06,0 To 100 / The Catch Up,Drake,63,63,1,-,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2014-08-06,River Bank,Brad Paisley,64,66,59,12,#
2014-08-06,Who I Am With You,Chris Young,65,51,48,14,#
2014-08-06,Cool Kids,Echosmith,66,84,66,3,https://charts-static.billboard.com/img/2014/06/echosmith-foq-coolkids-4nt-180x180.jpg
2014-08-06,Where It's At (Yep; Yep),Dustin Lynch,67,73,67,12,#
2014-08-06,Sing,Ed Sheeran,68,56,13,16,#
2014-08-06,Love Never Felt So Good,Michael Jackson & Justin Timberlake,69,63,9,13,#
2014-08-06,V. 3005,Childish Gambino,70,76,70,8,#
2014-08-06,Cut Her Off,KCamp Featuring 2 Chainz,71,72,49,16,#
2014-08-06,Roller Coaster,Luke Bryan,72,88,72,2,#
2014-08-06,I'm Ready,AJR,73,65,65,8,#
2014-08-06,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,74,89,74,2,https://charts-static.billboard.com/img/2014/07/young-thug-bgd-lifestyle-ra7-180x180.jpg
2014-08-06,Riptide,Vance Joy,75,75,75,5,https://charts-static.billboard.com/img/2013/12/vance-joy-578-riptide-dla-180x180.jpg
2014-08-06,Good Kisser,Usher,76,83,65,12,#
2014-08-06,Ready Set Roll,Chase Rice,77,86,77,9,#
2014-08-06,Hope You Get Lonely Tonight,Cole Swindell,78,87,78,6,#
2014-08-06,Work,Iggy Azalea,79,70,54,13,https://charts-static.billboard.com/img/2013/07/iggy-azalea-kb9-work-u4n-180x180.jpg
2014-08-06,Trumpets,Jason Derulo,80,77,56,9,#
2014-08-06,Amnesia,5 Seconds Of Summer,81,94,16,4,#
2014-08-06,Who Do You Love?,YG Featuring Drake,82,82,54,20,https://charts-static.billboard.com/img/2010/07/yg-j8z-180x180.jpg
2014-08-06,Hideaway,Kiesza,83,97,83,2,#
2014-08-06,Don't,Ed Sheeran,84,91,46,7,#
2014-08-06,Sunshine & Whiskey,Frankie Ballard,85,99,85,3,#
2014-08-06,My Eyes,Blake Shelton Featuring Gwen Sebastian,86,78,39,13,#
2014-08-06,New Flame,Chris Brown Featuring Usher & Rick Ross,87,87,2,-,https://charts-static.billboard.com/img/2014/07/chris-brown-94g-newflame-sll-180x180.jpg
2014-08-06,Birthday,Katy Perry,88,79,17,16,#
2014-08-06,Bo$$,Fifth Harmony,89,90,43,3,#
2014-08-06,Tennis Court,Lorde,90,80,71,18,#
2014-08-06,Word Crimes,Weird Al Yankovic,91,39,39,2,#
2014-08-06,Happy Little Pill,Troye Sivan,92,92,1,-,#
2014-08-06,Fight Night,Migos,93,93,93,3,#
2014-08-06,Song About A Girl,Eric Paslay,94,92,85,8,#
2014-08-06,Stolen Dance,Milky Chance,95,95,1,-,#
2014-08-06,Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,96,96,91,7,#
2014-08-06,Foreign,Trey Songz,97,98,84,4,#
2014-08-06,Dare (La La La),Shakira,98,71,53,10,#
2014-08-06,Dust,Eli Young Band,99,99,2,-,#
2014-08-06,Whiskey In My Water,Tyler Farr,100,81,52,18,#
2014-08-13,Rude,MAGIC!,1,1,1,15,#
2014-08-13,Stay With Me,Sam Smith,2,3,2,17,https://charts-static.billboard.com/img/2014/04/sam-smith-jw8-staywithme-mix-180x180.jpg
2014-08-13,Fancy,Iggy Azalea Featuring Charli XCX,3,2,1,22,#
2014-08-13,Am I Wrong,Nico & Vinz,4,4,4,16,#
2014-08-13,Problem,Ariana Grande Featuring Iggy Azalea,5,5,2,14,#
2014-08-13,Bang Bang,Jessie J| Ariana Grande & Nicki Minaj,6,6,1,-,https://charts-static.billboard.com/img/2014/08/jessie-j-zqv-bangbang-wi4-180x180.jpg
2014-08-13,Maps,Maroon 5,7,6,6,7,https://charts-static.billboard.com/img/2014/06/maroon-5-fyb-maps-it8-180x180.jpg
2014-08-13,All About That Bass,Meghan Trainor,8,28,8,4,#
2014-08-13,Chandelier,Sia,9,9,9,13,https://charts-static.billboard.com/img/2006/01/sia-1tt-180x180.jpg
2014-08-13,Latch,Disclosure Featuring Sam Smith,10,7,7,20,#
2014-08-13,Boom Clap,Charli xcx,11,13,11,9,#
2014-08-13,All Of Me,John Legend,12,8,1,43,#
2014-08-13,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,13,15,13,14,#
2014-08-13,Summer,Calvin Harris,14,10,7,20,https://charts-static.billboard.com/img/2014/03/calvin-harris-hdt-summer-5hh-180x180.jpg
2014-08-13,Happy,Pharrell Williams,15,11,1,31,#
2014-08-13,Rather Be,Clean Bandit Featuring Jess Glynne,16,19,16,8,#
2014-08-13,Shower,Becky G,17,16,16,9,https://charts-static.billboard.com/img/2014/05/becky-g-v9i-shower-6ar-180x180.jpg
2014-08-13,Break Free,Ariana Grande Featuring Zedd,18,21,15,5,#
2014-08-13,Black Widow,Iggy Azalea Featuring Rita Ora,19,29,19,5,#
2014-08-13,Love Runs Out,OneRepublic,20,17,15,13,#
2014-08-13,Wiggle,Jason Derulo Featuring Snoop Dogg,21,14,5,14,#
2014-08-13,Burnin' It Down,Jason Aldean,22,12,12,2,#
2014-08-13,Dark Horse,Katy Perry Featuring Juicy J,23,20,1,46,https://charts-static.billboard.com/img/2013/10/katy-perry-46r-darkhorse-mm3-180x180.jpg
2014-08-13,Dirt,Florida Georgia Line,24,22,11,4,#
2014-08-13,Turn Down For What,DJ Snake & Lil Jon,25,18,4,32,https://charts-static.billboard.com/img/2013/12/dj-snake-s2r-turndownforwhat-a3f-180x180.jpg
2014-08-13,2 On,Tinashe Featuring ScHoolboy Q,26,24,24,13,#
2014-08-13,American Kids,Kenny Chesney,27,25,23,7,#
2014-08-13,Drunk On A Plane,Dierks Bentley,28,27,27,12,#
2014-08-13,Classic,MKTO,29,26,14,25,https://charts-static.billboard.com/img/2014/01/mkto-ce7-classic-w1b-180x180.jpg
2014-08-13,Don't Tell 'Em,Jeremih Featuring YG,30,40,30,6,#
2014-08-13,Really Don't Care,Demi Lovato Featuring Cher Lloyd,31,30,30,9,#
2014-08-13,Bartender,Lady Antebellum,32,34,32,11,#
2014-08-13,I Don't Dance,Lee Brice,33,33,33,16,#
2014-08-13,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,34,31,9,29,#
2014-08-13,Counting Stars,OneRepublic,35,32,2,59,#
2014-08-13,A Sky Full Of Stars,Coldplay,36,41,10,14,https://charts-static.billboard.com/img/2014/05/coldplay-bm3-askyfullofstars-cyu-180x180.jpg
2014-08-13,Believe Me,Lil Wayne Featuring Drake,37,37,26,10,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2014-08-13,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,38,38,38,9,#
2014-08-13,Pompeii,Bastille,39,36,5,51,https://charts-static.billboard.com/img/2013/03/bastille-ty8-pompeii-967-180x180.jpg
2014-08-13,Habits (Stay High),Tove Lo,40,44,40,10,#
2014-08-13,Ain't It Fun,Paramore,41,35,10,23,https://charts-static.billboard.com/img/2013/05/paramore-bmh-aintitfun-k2k-180x180.jpg
2014-08-13,Talk Dirty,Jason Derulo Featuring 2 Chainz,42,42,3,33,https://charts-static.billboard.com/img/2013/11/jason-derulo-7zx-talkdirty-emn-180x180.jpg
2014-08-13,Pills N Potions,Nicki Minaj,43,46,24,11,#
2014-08-13,Come With Me Now,KONGOS,44,39,31,18,#
2014-08-13,It Was Always You,Maroon 5,45,45,1,-,#
2014-08-13,This Is How We Roll,Florida Georgia Line Ft. Jason Derulo & Luke Bryan,46,47,15,26,#
2014-08-13,No Mediocre,T.I. Featuring Iggy Azalea,47,49,47,7,https://charts-static.billboard.com/img/2014/07/ti-d9m-nomediocre-jzp-180x180.jpg
2014-08-13,Come Get It Bae,Pharrell Williams,48,23,23,11,#
2014-08-13,Na Na,Trey Songz,49,45,21,28,#
2014-08-13,Cool Kids,Echosmith,50,66,50,4,https://charts-static.billboard.com/img/2014/06/echosmith-foq-coolkids-4nt-180x180.jpg
2014-08-13,We Dem Boyz,Wiz Khalifa,51,51,43,16,#
2014-08-13,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,52,52,19,11,#
2014-08-13,Leave The Night On,Sam Hunt,53,53,53,6,#
2014-08-13,Yeah,Joe Nichols,54,43,41,15,#
2014-08-13,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,55,56,55,10,#
2014-08-13,Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,56,59,48,20,#
2014-08-13,River Bank,Brad Paisley,57,64,57,13,#
2014-08-13,Girls Chase Boys,Ingrid Michaelson,58,61,58,17,#
2014-08-13,Me And My Broken Heart,Rixton,59,50,14,19,#
2014-08-13,We Are Tonight,Billy Currington,60,62,60,15,#
2014-08-13,Where It's At (Yep; Yep),Dustin Lynch,61,67,61,13,#
2014-08-13,0 To 100 / The Catch Up,Drake,62,63,62,2,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2014-08-13,Wasted,Tiesto Featuring Matthew Koma,63,54,49,9,#
2014-08-13,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,64,74,64,3,https://charts-static.billboard.com/img/2014/07/young-thug-bgd-lifestyle-ra7-180x180.jpg
2014-08-13,Roller Coaster,Luke Bryan,65,72,65,3,#
2014-08-13,Main Chick,Kid Ink Featuring Chris Brown,66,60,60,12,#
2014-08-13,Amnesia,5 Seconds Of Summer,67,81,16,5,#
2014-08-13,Beachin',Jake Owen,68,57,26,19,#
2014-08-13,Don't,Ed Sheeran,69,84,46,8,#
2014-08-13,Riptide,Vance Joy,70,75,70,6,https://charts-static.billboard.com/img/2013/12/vance-joy-578-riptide-dla-180x180.jpg
2014-08-13,Girl In A Country Song,Maddie & Tae,71,71,1,-,#
2014-08-13,Sing,Ed Sheeran,72,68,13,17,#
2014-08-13,I'm Ready,AJR,73,73,65,9,#
2014-08-13,Love Never Felt So Good,Michael Jackson & Justin Timberlake,74,69,9,14,#
2014-08-13,Hope You Get Lonely Tonight,Cole Swindell,75,78,75,7,#
2014-08-13,Hideaway,Kiesza,76,83,76,3,#
2014-08-13,V. 3005,Childish Gambino,77,70,70,9,#
2014-08-13,Who I Am With You,Chris Young,78,65,48,15,#
2014-08-13,Chasing The Sun,Hilary Duff,79,79,1,-,#
2014-08-13,Cut Her Off,KCamp Featuring 2 Chainz,80,71,49,17,#
2014-08-13,She Looks So Perfect,5 Seconds Of Summer,81,58,24,18,https://charts-static.billboard.com/img/2014/04/5-seconds-of-summer-x63-shelookssoperfect-8w3-180x180.jpg
2014-08-13,New Flame,Chris Brown Featuring Usher & Rick Ross,82,87,82,3,https://charts-static.billboard.com/img/2014/07/chris-brown-94g-newflame-sll-180x180.jpg
2014-08-13,Ready Set Roll,Chase Rice,83,77,77,10,#
2014-08-13,Sunshine & Whiskey,Frankie Ballard,84,85,84,4,#
2014-08-13,Trumpets,Jason Derulo,85,80,56,10,#
2014-08-13,Good Kisser,Usher,86,76,65,13,#
2014-08-13,Work,Iggy Azalea,87,79,54,14,https://charts-static.billboard.com/img/2013/07/iggy-azalea-kb9-work-u4n-180x180.jpg
2014-08-13,This Is How We Do,Katy Perry,88,88,1,-,#
2014-08-13,Bo$$,Fifth Harmony,89,89,43,4,#
2014-08-13,Fight Night,Migos,90,93,90,4,#
2014-08-13,Stolen Dance,Milky Chance,91,95,91,2,#
2014-08-13,Song About A Girl,Eric Paslay,92,94,85,9,#
2014-08-13,Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,93,96,91,8,#
2014-08-13,Foreign,Trey Songz,94,97,84,5,#
2014-08-13,My Eyes,Blake Shelton Featuring Gwen Sebastian,95,86,39,14,#
2014-08-13,Hot Boy,Bobby Shmurda,96,96,1,-,#
2014-08-13,Birthday,Katy Perry,97,88,17,17,#
2014-08-13,No Flex Zone,Rae Sremmurd,98,98,1,-,https://charts-static.billboard.com/img/2014/06/rae-sremmurd-fx9-noflexzone-xou-180x180.jpg
2014-08-13,I Will Never Let You Down,Rita Ora,99,99,1,-,https://charts-static.billboard.com/img/2014/05/rita-ora-7r7-iwillneverletyoudown-e9o-180x180.jpg
2014-08-13,Day Drinking,Little Big Town,100,87,2,-,#
2014-08-20,Rude,MAGIC!,1,1,1,16,#
2014-08-20,Stay With Me,Sam Smith,2,2,2,18,https://charts-static.billboard.com/img/2014/04/sam-smith-jw8-staywithme-mix-180x180.jpg
2014-08-20,Fancy,Iggy Azalea Featuring Charli XCX,3,3,1,23,#
2014-08-20,All About That Bass,Meghan Trainor,4,8,4,5,#
2014-08-20,Am I Wrong,Nico & Vinz,5,4,4,17,#
2014-08-20,Problem,Ariana Grande Featuring Iggy Azalea,6,5,2,15,#
2014-08-20,Maps,Maroon 5,7,7,6,8,https://charts-static.billboard.com/img/2014/06/maroon-5-fyb-maps-it8-180x180.jpg
2014-08-20,Chandelier,Sia,8,9,8,14,https://charts-static.billboard.com/img/2006/01/sia-1tt-180x180.jpg
2014-08-20,Bang Bang,Jessie J| Ariana Grande & Nicki Minaj,9,6,6,2,https://charts-static.billboard.com/img/2014/08/jessie-j-zqv-bangbang-wi4-180x180.jpg
2014-08-20,Boom Clap,Charli xcx,10,11,10,10,#
2014-08-20,Latch,Disclosure Featuring Sam Smith,11,10,7,21,#
2014-08-20,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,12,13,12,15,#
2014-08-20,Rather Be,Clean Bandit Featuring Jess Glynne,13,16,13,9,#
2014-08-20,All Of Me,John Legend,14,12,1,44,#
2014-08-20,Black Widow,Iggy Azalea Featuring Rita Ora,15,19,15,6,#
2014-08-20,Dark Horse,Katy Perry Featuring Juicy J,16,23,1,47,https://charts-static.billboard.com/img/2013/10/katy-perry-46r-darkhorse-mm3-180x180.jpg
2014-08-20,Shower,Becky G,17,17,16,10,https://charts-static.billboard.com/img/2014/05/becky-g-v9i-shower-6ar-180x180.jpg
2014-08-20,Break Free,Ariana Grande Featuring Zedd,18,18,15,6,#
2014-08-20,Anaconda,Nicki Minaj,19,19,1,-,https://charts-static.billboard.com/img/2014/08/nicki-minaj-t5q-anaconda-72l-180x180.jpg
2014-08-20,Summer,Calvin Harris,20,14,7,21,https://charts-static.billboard.com/img/2014/03/calvin-harris-hdt-summer-5hh-180x180.jpg
2014-08-20,Happy,Pharrell Williams,21,15,1,32,#
2014-08-20,Burnin' It Down,Jason Aldean,22,22,12,3,#
2014-08-20,Love Runs Out,OneRepublic,23,20,15,14,#
2014-08-20,Dirt,Florida Georgia Line,24,24,11,5,#
2014-08-20,2 On,Tinashe Featuring ScHoolboy Q,25,26,24,14,#
2014-08-20,Don't Tell 'Em,Jeremih Featuring YG,26,30,26,7,#
2014-08-20,Wiggle,Jason Derulo Featuring Snoop Dogg,27,21,5,15,#
2014-08-20,American Kids,Kenny Chesney,28,27,23,8,#
2014-08-20,Drunk On A Plane,Dierks Bentley,29,28,27,13,#
2014-08-20,Turn Down For What,DJ Snake & Lil Jon,30,25,4,33,https://charts-static.billboard.com/img/2013/12/dj-snake-s2r-turndownforwhat-a3f-180x180.jpg
2014-08-20,Bartender,Lady Antebellum,31,32,31,12,#
2014-08-20,Really Don't Care,Demi Lovato Featuring Cher Lloyd,32,31,30,10,#
2014-08-20,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,33,34,9,30,#
2014-08-20,Classic,MKTO,34,29,14,26,https://charts-static.billboard.com/img/2014/01/mkto-ce7-classic-w1b-180x180.jpg
2014-08-20,Counting Stars,OneRepublic,35,35,2,60,#
2014-08-20,I Don't Dance,Lee Brice,36,33,33,17,#
2014-08-20,A Sky Full Of Stars,Coldplay,37,36,10,15,https://charts-static.billboard.com/img/2014/05/coldplay-bm3-askyfullofstars-cyu-180x180.jpg
2014-08-20,Habits (Stay High),Tove Lo,38,40,38,11,#
2014-08-20,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,39,38,38,10,#
2014-08-20,No Mediocre,T.I. Featuring Iggy Azalea,40,47,40,8,https://charts-static.billboard.com/img/2014/07/ti-d9m-nomediocre-jzp-180x180.jpg
2014-08-20,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,41,55,41,11,#
2014-08-20,Believe Me,Lil Wayne Featuring Drake,42,37,26,11,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2014-08-20,Cool Kids,Echosmith,43,50,43,5,https://charts-static.billboard.com/img/2014/06/echosmith-foq-coolkids-4nt-180x180.jpg
2014-08-20,Pompeii,Bastille,44,39,5,52,https://charts-static.billboard.com/img/2013/03/bastille-ty8-pompeii-967-180x180.jpg
2014-08-20,This Is How We Roll,Florida Georgia Line Ft. Jason Derulo & Luke Bryan,45,46,15,27,#
2014-08-20,Come With Me Now,KONGOS,46,44,31,19,#
2014-08-20,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,47,52,19,12,#
2014-08-20,Pills N Potions,Nicki Minaj,48,43,24,12,#
2014-08-20,Ain't It Fun,Paramore,49,41,10,24,https://charts-static.billboard.com/img/2013/05/paramore-bmh-aintitfun-k2k-180x180.jpg
2014-08-20,Don't,Ed Sheeran,50,69,46,9,#
2014-08-20,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,51,64,51,4,https://charts-static.billboard.com/img/2014/07/young-thug-bgd-lifestyle-ra7-180x180.jpg
2014-08-20,Leave The Night On,Sam Hunt,52,53,52,7,#
2014-08-20,Roller Coaster,Luke Bryan,53,65,53,4,#
2014-08-20,River Bank,Brad Paisley,54,57,54,14,#
2014-08-20,Amnesia,5 Seconds Of Summer,55,67,16,6,#
2014-08-20,Girls Chase Boys,Ingrid Michaelson,56,58,56,18,#
2014-08-20,We Dem Boyz,Wiz Khalifa,57,51,43,17,#
2014-08-20,0 To 100 / The Catch Up,Drake,58,62,58,3,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2014-08-20,Hope You Get Lonely Tonight,Cole Swindell,59,75,59,8,#
2014-08-20,Where It's At (Yep; Yep),Dustin Lynch,60,61,60,14,#
2014-08-20,Yeah,Joe Nichols,61,54,41,16,#
2014-08-20,Me And My Broken Heart,Rixton,62,59,14,20,#
2014-08-20,Come Get It Bae,Pharrell Williams,63,48,23,12,#
2014-08-20,Riptide,Vance Joy,64,70,64,7,https://charts-static.billboard.com/img/2013/12/vance-joy-578-riptide-dla-180x180.jpg
2014-08-20,Main Chick,Kid Ink Featuring Chris Brown,65,66,60,13,#
2014-08-20,This Is How We Do,Katy Perry,66,88,66,2,#
2014-08-20,Beachin',Jake Owen,67,68,26,20,#
2014-08-20,Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,68,93,68,9,#
2014-08-20,We Are Tonight,Billy Currington,69,60,60,16,#
2014-08-20,Hideaway,Kiesza,70,76,70,4,#
2014-08-20,Ready Set Roll,Chase Rice,71,83,71,11,#
2014-08-20,Hot Boy,Bobby Shmurda,72,96,72,2,#
2014-08-20,New Flame,Chris Brown Featuring Usher & Rick Ross,73,82,73,4,https://charts-static.billboard.com/img/2014/07/chris-brown-94g-newflame-sll-180x180.jpg
2014-08-20,Sing,Ed Sheeran,74,72,13,18,#
2014-08-20,Wasted,Tiesto Featuring Matthew Koma,75,63,49,10,#
2014-08-20,V. 3005,Childish Gambino,76,77,70,10,#
2014-08-20,Love Never Felt So Good,Michael Jackson & Justin Timberlake,77,74,9,15,#
2014-08-20,Day Drinking,Little Big Town,78,100,78,3,#
2014-08-20,Bo$$,Fifth Harmony,79,89,43,5,#
2014-08-20,I'm Ready,AJR,80,73,65,10,#
2014-08-20,Who I Am With You,Chris Young,81,78,48,16,#
2014-08-20,Cut Her Off,KCamp Featuring 2 Chainz,82,80,49,18,#
2014-08-20,Work,Iggy Azalea,83,87,54,15,https://charts-static.billboard.com/img/2013/07/iggy-azalea-kb9-work-u4n-180x180.jpg
2014-08-20,Stolen Dance,Milky Chance,84,91,84,3,#
2014-08-20,Sunshine & Whiskey,Frankie Ballard,85,84,84,5,#
2014-08-20,She Looks So Perfect,5 Seconds Of Summer,86,81,24,19,https://charts-static.billboard.com/img/2014/04/5-seconds-of-summer-x63-shelookssoperfect-8w3-180x180.jpg
2014-08-20,Wild Life,Jack & Jack,87,87,1,-,#
2014-08-20,Fight Night,Migos,88,90,88,5,#
2014-08-20,Trumpets,Jason Derulo,89,85,56,11,#
2014-08-20,I Will Never Let You Down,Rita Ora,90,99,90,2,https://charts-static.billboard.com/img/2014/05/rita-ora-7r7-iwillneverletyoudown-e9o-180x180.jpg
2014-08-20,Good Kisser,Usher,91,86,65,14,#
2014-08-20,My Eyes,Blake Shelton Featuring Gwen Sebastian,92,95,39,15,#
2014-08-20,Fireball,Pitbull Featuring John Ryan,93,93,1,-,#
2014-08-20,No Flex Zone,Rae Sremmurd,94,98,94,2,https://charts-static.billboard.com/img/2014/06/rae-sremmurd-fx9-noflexzone-xou-180x180.jpg
2014-08-20,Foreign,Trey Songz,95,94,84,6,#
2014-08-20,Cold One,Eric Church,96,96,1,-,#
2014-08-20,Birthday,Katy Perry,97,97,17,18,#
2014-08-20,Song About A Girl,Eric Paslay,98,92,85,10,#
2014-08-20,About The Money,T.I. Featuring Young Thug,99,99,1,-,#
2014-08-20,Dust,Eli Young Band,100,99,3,-,#
2014-08-27,Rude,MAGIC!,1,1,1,17,#
2014-08-27,All About That Bass,Meghan Trainor,2,4,2,6,#
2014-08-27,Stay With Me,Sam Smith,3,2,2,19,https://charts-static.billboard.com/img/2014/04/sam-smith-jw8-staywithme-mix-180x180.jpg
2014-08-27,Break Free,Ariana Grande Featuring Zedd,4,18,4,7,#
2014-08-27,Fancy,Iggy Azalea Featuring Charli XCX,5,3,1,24,#
2014-08-27,Am I Wrong,Nico & Vinz,6,5,4,18,#
2014-08-27,Problem,Ariana Grande Featuring Iggy Azalea,7,6,2,16,#
2014-08-27,Black Widow,Iggy Azalea Featuring Rita Ora,8,15,8,7,#
